,u10,v10,d2m,t2m,lsm,msl,siconc,sst,skt,tcc,Year,Yearday,Month,Day,Time,Airtemp,Pressure,Wndspd,Wnddir,Humidity,DelT,Date,ds_match
2016-02-05 00:00:00,6.4553165,1.3408409,261.75476,269.7075,0.08943986,98088.56,0.016002962,272.05368,271.5714,0.073297754,2016.0,36.0,2.0,5.0,0.0,-5.2,969.7,19.1,262.0,43.0,444.0,2016 2 5,True
2016-02-05 06:00:00,7.3781676,1.7538399,261.65927,269.97275,0.08943986,98019.73,0.016002962,272.05368,271.3643,0.033641152,2016.0,36.0,2.0,5.0,600.0,-3.6,969.6,14.4,258.0,46.4,444.0,2016 2 5,True
2016-02-05 12:00:00,8.268665,0.95665437,260.86014,268.6332,0.08943986,98066.336,0.016002962,272.05368,270.8855,0.09399764,2016.0,36.0,2.0,5.0,1200.0,-7.7,970.9,11.3,257.0,48.6,444.0,2016 2 5,True
2016-02-05 18:00:00,9.353286,1.4447292,259.89413,266.8628,0.08943986,98105.88,0.016002962,272.05368,270.88632,0.2319438,2016.0,36.0,2.0,5.0,1800.0,-11.6,972.0,12.9,270.0,54.0,444.0,2016 2 5,True
2016-02-06 00:00:00,8.479147,1.7504877,260.3704,267.5335,0.08943986,98174.11,0.0,272.04193,271.2543,0.22618176,2016.0,37.0,2.0,6.0,0.0,-9.8,971.9,16.0,267.0,50.0,444.0,2016 2 6,True
2016-02-06 06:00:00,6.901979,1.7834499,260.87894,268.41696,0.08943986,98180.27,0.0,272.04193,271.11563,0.17131746,2016.0,37.0,2.0,6.0,600.0,-6.9,972.0,10.9,265.0,52.0,444.0,2016 2 6,True
2016-02-06 12:00:00,6.004107,1.2800512,260.91415,268.27942,0.08943986,98279.195,0.0,272.04193,270.89526,0.29842737,2016.0,37.0,2.0,6.0,1200.0,-8.7,973.8,10.1,277.0,58.0,444.0,2016 2 6,True
2016-02-06 18:00:00,3.1396556,1.8512899,261.95493,267.76398,0.08943986,98470.484,0.0,272.04193,270.94095,0.4903693,2016.0,37.0,2.0,6.0,1800.0,-11.6,974.9,12.9,267.0,59.0,444.0,2016 2 6,True
2016-02-07 00:00:00,3.482297,2.018256,262.22095,268.27194,0.08943986,98709.31,0.0,271.88345,271.40417,0.8524383,2016.0,38.0,2.0,7.0,0.0,-9.4,976.6,10.7,278.0,59.2,444.0,2016 2 7,True
2016-02-07 06:00:00,4.1646705,1.1148411,261.371,268.2153,0.08943986,98700.35,0.0,271.88345,271.1941,0.41828102,2016.0,38.0,2.0,7.0,600.0,-7.8,976.9,8.4,277.0,59.0,444.0,2016 2 7,True
2016-02-07 12:00:00,3.9108558,0.47139955,259.4435,267.3318,0.08943986,98714.25,0.0,271.88345,270.62463,0.27612725,2016.0,38.0,2.0,7.0,1200.0,-9.9,976.8,7.5,267.0,58.0,444.0,2016 2 7,True
2016-02-07 18:00:00,5.5363464,0.43479267,258.1162,265.83148,0.08943986,98646.02,0.0,271.88345,270.6785,0.32360032,2016.0,38.0,2.0,7.0,1800.0,-9.6,976.4,7.3,269.0,51.0,444.0,2016 2 7,True
2016-02-08 00:00:00,5.7372622,-0.4817113,257.3914,265.99487,0.08943986,98626.56,0.0,271.81815,271.05817,0.5467161,2016.0,39.0,2.0,8.0,0.0,-6.5,975.9,7.7,283.0,444.0,444.0,2016 2 8,True
2016-02-08 06:00:00,5.783728,-1.0801659,257.13303,266.72717,0.08943986,98460.84,0.0,271.81815,270.9406,0.13773294,2016.0,39.0,2.0,8.0,600.0,-7.5,973.9,17.5,258.0,40.0,444.0,2016 2 8,True
2016-02-08 12:00:00,6.9600887,-0.07451208,257.218,265.93954,0.08943986,98433.83,0.0,271.81815,270.61804,0.13259812,2016.0,39.0,2.0,8.0,1200.0,-10.3,972.1,20.7,257.0,38.0,444.0,2016 2 8,True
2016-02-08 18:00:00,8.183636,0.3091159,258.00687,265.04858,0.08943986,98383.055,0.0,271.81815,270.69434,0.3168183,2016.0,39.0,2.0,8.0,1800.0,-11.6,972.4,14.4,255.0,49.0,444.0,2016 2 8,True
2016-02-09 00:00:00,8.408616,0.40816212,258.85373,266.07504,0.08943986,98434.57,0.0,271.84622,271.0284,0.22953282,2016.0,40.0,2.0,9.0,0.0,-9.5,973.0,17.2,255.0,45.0,444.0,2016 2 9,True
2016-02-09 06:00:00,7.5085545,0.875353,259.44327,267.1166,0.08943986,98464.52,0.0,271.84622,270.92615,0.068387,2016.0,40.0,2.0,9.0,600.0,-7.0,973.9,12.8,263.0,47.0,444.0,2016 2 9,True
2016-02-09 12:00:00,7.3569303,0.25369996,259.72556,266.91006,0.08943986,98507.27,0.0,271.84622,270.66525,0.09701341,2016.0,40.0,2.0,9.0,1200.0,-9.5,974.3,13.4,259.0,49.1,444.0,2016 2 9,True
2016-02-09 18:00:00,7.368686,0.15638296,259.46658,266.24026,0.08943986,98514.164,0.0,271.84622,270.64056,0.03532812,2016.0,40.0,2.0,9.0,1800.0,-10.6,973.8,15.9,256.0,44.3,444.0,2016 2 9,True
2016-02-10 00:00:00,7.022828,-0.48836225,258.2433,266.6755,0.08943986,98601.516,0.0,271.81635,271.00262,0.0030711757,2016.0,41.0,2.0,10.0,0.0,-7.2,973.1,19.6,259.0,37.4,444.0,2016 2 10,True
2016-02-10 06:00:00,4.62622,-0.54979056,258.55722,267.86914,0.08943986,98634.6,0.0,271.81635,270.85205,0.0029161682,2016.0,41.0,2.0,10.0,600.0,-4.8,975.2,11.4,259.0,46.6,444.0,2016 2 10,True
2016-02-10 12:00:00,2.426703,-0.843657,259.173,267.79236,0.08943986,98674.35,0.0,271.81635,270.43823,0.02917574,2016.0,41.0,2.0,10.0,1200.0,-9.1,976.5,4.6,271.0,58.0,444.0,2016 2 10,True
2016-02-10 18:00:00,1.1122769,-1.4503852,260.968,268.02597,0.08943986,98670.29,0.0,271.81635,270.62686,0.85385996,2016.0,41.0,2.0,10.0,1800.0,-6.2,976.3,2.6,262.0,38.0,444.0,2016 2 10,True
2016-02-11 06:00:00,2.84079,3.168794,260.08646,268.54382,0.08943986,98582.12,0.0,271.90808,270.9746,0.5927841,2016.0,42.0,2.0,11.0,600.0,-4.6,974.7,5.1,72.0,60.3,444.0,2016 2 11,True
2016-02-11 12:00:00,8.269747,3.9672031,257.87024,265.94067,0.08943986,98575.945,0.0,271.90808,270.91037,0.26465455,2016.0,42.0,2.0,11.0,1200.0,-8.9,975.6,4.1,186.0,49.0,444.0,2016 2 11,True
2016-02-11 18:00:00,10.351326,0.8505315,257.24313,264.05313,0.08943986,98616.06,0.0,271.90808,270.69348,0.20155896,2016.0,42.0,2.0,11.0,1800.0,-12.0,972.0,24.9,259.0,37.0,444.0,2016 2 11,True
2016-02-12 00:00:00,10.407967,0.76420194,257.17902,264.36108,0.08943986,98737.77,0.0,271.82465,270.98392,0.18948026,2016.0,43.0,2.0,12.0,0.0,-11.4,975.9,18.5,245.0,39.0,444.0,2016 2 12,True
2016-02-12 06:00:00,8.139748,0.26447448,256.7596,264.82776,0.08943986,98805.375,0.0,271.82465,270.91217,0.89591265,2016.0,43.0,2.0,12.0,600.0,-9.8,977.6,9.3,248.0,43.0,444.0,2016 2 12,True
2016-02-12 12:00:00,7.094467,-0.0766139,257.87015,265.10684,0.08943986,99003.56,0.0,271.82465,270.743,0.9916627,2016.0,43.0,2.0,12.0,1200.0,-12.4,978.8,16.6,266.0,47.0,444.0,2016 2 12,True
2016-02-12 18:00:00,6.4778275,0.75297505,260.46704,266.21658,0.08943986,99176.6,0.0,271.82465,270.78912,0.8954544,2016.0,43.0,2.0,12.0,1800.0,-12.0,982.1,11.2,265.0,51.9,444.0,2016 2 12,True
2016-02-13 00:00:00,2.379877,1.3830614,262.22305,267.80643,0.08943986,99528.34,0.0,271.61057,271.12784,0.9567851,2016.0,44.0,2.0,13.0,0.0,-8.6,985.4,10.1,263.0,56.0,444.0,2016 2 13,True
2016-02-13 06:00:00,-2.2470217,1.9874485,264.0636,268.63968,0.08943986,99703.02,0.0,271.61057,271.14,0.99539256,2016.0,44.0,2.0,13.0,600.0,-7.3,987.4,5.5,261.0,66.0,444.0,2016 2 13,True
2016-02-13 12:00:00,-0.7755386,0.25125238,263.21567,268.09125,0.08943986,99938.445,0.0,271.61057,270.62225,0.87052274,2016.0,44.0,2.0,13.0,1200.0,-7.9,988.1,11.8,259.0,49.0,444.0,2016 2 13,True
2016-02-13 18:00:00,8.721704,-0.30309287,257.56308,265.49817,0.08943986,100017.55,0.0,271.61057,270.46054,0.2281454,2016.0,44.0,2.0,13.0,1800.0,-10.3,989.5,16.2,259.0,51.0,444.0,2016 2 13,True
2016-02-14 00:00:00,10.711628,-0.3964192,258.51456,267.1415,0.08943986,100058.52,0.0,271.58612,270.8212,0.78384167,2016.0,45.0,2.0,14.0,0.0,-8.0,989.7,15.3,257.0,46.0,444.0,2016 2 14,True
2016-02-14 06:00:00,6.6090465,1.5192734,258.9281,268.25806,0.08943986,100006.83,0.0,271.58612,270.69406,1.0,2016.0,45.0,2.0,14.0,600.0,-7.4,988.6,15.1,262.0,46.8,444.0,2016 2 14,True
2016-02-14 12:00:00,4.868723,-1.1194595,257.627,267.66333,0.08943986,99879.445,0.0,271.58612,270.537,0.9930916,2016.0,45.0,2.0,14.0,1200.0,-9.6,987.2,17.1,267.0,47.0,444.0,2016 2 14,True
2016-02-14 18:00:00,6.488142,-1.9572957,257.055,266.8038,0.08943986,99623.84,0.0,271.58612,270.60812,0.96463895,2016.0,45.0,2.0,14.0,1800.0,-9.7,983.6,22.3,262.0,42.0,444.0,2016 2 14,True
2016-02-15 00:00:00,7.802429,-1.2805992,257.28296,266.6619,0.08943986,99587.23,0.0,271.69763,270.6985,0.4801687,2016.0,46.0,2.0,15.0,0.0,-9.0,981.3,28.1,259.0,38.2,444.0,2016 2 15,True
2016-02-15 06:00:00,9.176544,-0.14543812,257.60837,267.58563,0.08943986,99483.16,0.0,271.69763,270.57578,0.28393573,2016.0,46.0,2.0,15.0,600.0,-6.7,979.2,30.0,258.0,36.0,444.0,2016 2 15,True
2016-02-15 12:00:00,9.35836,-0.37670568,257.23944,266.3865,0.08943986,99438.77,0.0,271.69763,270.36264,0.068956815,2016.0,46.0,2.0,15.0,1200.0,-8.4,979.4,28.0,258.0,34.0,444.0,2016 2 15,True
2016-02-15 18:00:00,10.550939,-0.51611006,256.76633,265.6793,0.08943986,99183.734,0.0,271.69763,270.4061,0.03588349,2016.0,46.0,2.0,15.0,1800.0,-10.8,444.0,32.1,265.0,35.0,444.0,2016 2 15,True
2016-02-16 00:00:00,9.497507,0.8572624,257.1664,266.5595,0.08943986,99080.45,0.0,271.7887,270.67905,0.012412387,2016.0,47.0,2.0,16.0,0.0,-8.7,975.7,31.0,254.0,34.0,444.0,2016 2 16,True
2016-02-16 06:00:00,7.683992,1.497671,257.1425,267.48727,0.08943986,98926.17,0.0,271.7887,270.5226,0.06349594,2016.0,47.0,2.0,16.0,600.0,-5.5,976.6,22.6,260.0,40.0,444.0,2016 2 16,True
2016-02-16 12:00:00,7.9933095,1.02774,257.44635,266.9117,0.08943986,98777.94,0.0,271.7887,270.32687,0.035794742,2016.0,47.0,2.0,16.0,1200.0,-8.6,976.4,20.5,257.0,39.8,444.0,2016 2 16,True
2016-02-16 18:00:00,10.646282,1.1763227,257.0543,265.3973,0.08943986,98572.56,0.0,271.7887,270.37903,0.041118294,2016.0,47.0,2.0,16.0,1800.0,-11.3,444.0,27.7,258.0,38.0,444.0,2016 2 16,True
2016-02-17 00:00:00,9.984785,1.6789234,256.85223,265.46838,0.08943986,98565.82,0.0,271.73734,270.7058,0.15901189,2016.0,48.0,2.0,17.0,0.0,-10.1,972.1,25.3,257.0,41.0,444.0,2016 2 17,True
2016-02-17 06:00:00,9.181563,1.6674038,256.90332,266.0625,0.08943986,98387.484,0.0,271.73734,270.55557,0.14146388,2016.0,48.0,2.0,17.0,600.0,-8.8,971.1,24.6,259.0,42.0,444.0,2016 2 17,True
2016-02-17 12:00:00,9.097226,1.2358623,256.80673,265.4117,0.08943986,98283.63,0.0,271.73734,270.20572,0.23585746,2016.0,48.0,2.0,17.0,1200.0,-11.6,970.2,23.2,257.0,40.8,444.0,2016 2 17,True
2016-02-17 18:00:00,9.314473,1.0670605,256.47202,263.93692,0.08943986,97942.21,0.0,271.73734,270.17285,0.12919565,2016.0,48.0,2.0,17.0,1800.0,-13.8,967.5,22.2,256.0,38.0,444.0,2016 2 17,True
2016-02-18 00:00:00,8.851564,1.8100272,256.66727,264.11435,0.08943986,97791.734,0.0,271.5951,270.50977,0.47495636,2016.0,49.0,2.0,18.0,0.0,-11.9,965.7,20.0,258.0,42.0,444.0,2016 2 18,True
2016-02-18 06:00:00,8.063147,1.7165146,256.91373,264.85742,0.08943986,97522.984,0.0,271.5951,270.35733,0.40281877,2016.0,49.0,2.0,18.0,600.0,-10.1,963.8,20.0,259.0,40.0,444.0,2016 2 18,True
2016-02-18 12:00:00,8.810892,0.9696902,256.29398,263.8421,0.08943986,97491.83,0.0,271.5951,269.95337,0.4375401,2016.0,49.0,2.0,18.0,1200.0,-13.3,962.5,20.5,257.0,41.0,444.0,2016 2 18,True
2016-02-18 18:00:00,9.878325,0.61931723,255.7571,262.2979,0.08943986,97425.17,0.0,271.5951,269.9491,0.27769938,2016.0,49.0,2.0,18.0,1800.0,-16.3,962.7,19.1,261.0,43.0,444.0,2016 2 18,True
2016-02-19 00:00:00,10.210765,0.40598065,255.87422,262.25665,0.08943986,97506.82,0.0,271.541,270.3104,0.510262,2016.0,50.0,2.0,19.0,0.0,-13.8,444.0,18.5,260.0,44.0,444.0,2016 2 19,True
2016-02-19 06:00:00,9.712119,0.4730755,256.02014,262.84634,0.08943986,97498.6,0.0,271.541,270.1978,0.50491637,2016.0,50.0,2.0,19.0,600.0,-12.7,964.3,14.9,257.0,41.0,444.0,2016 2 19,True
2016-02-19 12:00:00,9.862162,-0.52361226,255.46977,262.12628,0.08943986,97636.67,0.0,271.541,269.90018,0.3795994,2016.0,50.0,2.0,19.0,1200.0,-15.9,962.9,22.3,259.0,38.3,444.0,2016 2 19,True
2016-02-19 18:00:00,10.019995,-0.7866982,255.60901,261.53574,0.08943986,97813.086,0.0,271.541,269.92947,0.46986654,2016.0,50.0,2.0,19.0,1800.0,-17.4,967.5,19.0,263.0,43.2,444.0,2016 2 19,True
2016-02-20 00:00:00,9.687252,-0.8397996,255.78413,262.28937,0.08943986,98188.49,0.0,271.54675,270.1768,0.48945647,2016.0,51.0,2.0,20.0,0.0,-15.6,970.4,18.9,266.0,47.0,444.0,2016 2 20,True
2016-02-20 06:00:00,8.752588,-0.6999961,256.2583,263.72318,0.08943986,98369.305,0.0,271.54675,270.06738,0.13250978,2016.0,51.0,2.0,20.0,600.0,-13.1,972.5,16.9,256.0,42.0,444.0,2016 2 20,True
2016-02-20 12:00:00,8.47532,0.17316999,256.16806,263.26938,0.08943986,98676.3,0.0,271.54675,269.8484,0.17023164,2016.0,51.0,2.0,20.0,1200.0,-15.1,975.3,20.8,260.0,39.0,444.0,2016 2 20,True
2016-02-20 18:00:00,9.529195,0.6246379,256.96857,262.66428,0.08943986,99016.266,0.0,271.54675,269.93732,0.300736,2016.0,51.0,2.0,20.0,1800.0,-16.8,978.3,22.8,253.0,39.0,444.0,2016 2 20,True
2016-02-21 00:00:00,9.670449,0.9101774,257.99203,263.5294,0.08943986,99363.67,0.0,271.4936,270.2993,0.48298606,2016.0,52.0,2.0,21.0,0.0,-13.5,982.5,18.5,267.0,47.0,444.0,2016 2 21,True
2016-02-21 06:00:00,8.788602,1.706751,258.30356,264.5735,0.08943986,99549.016,0.0,271.4936,270.18497,0.43437937,2016.0,52.0,2.0,21.0,600.0,-11.2,985.0,15.8,258.0,48.4,444.0,2016 2 21,True
2016-02-21 12:00:00,8.987606,1.33145,257.2666,263.3964,0.08943986,99807.54,0.0,271.4936,269.76114,0.1083018,2016.0,52.0,2.0,21.0,1200.0,-14.0,986.2,19.8,264.0,42.0,444.0,2016 2 21,True
2016-02-21 18:00:00,9.218823,1.5592856,256.2278,261.94873,0.08943986,99914.836,0.0,271.4936,269.7464,0.22396712,2016.0,52.0,2.0,21.0,1800.0,-17.0,444.0,20.9,265.0,40.0,444.0,2016 2 21,True
2016-02-22 00:00:00,9.18708,1.2662172,256.0882,262.1412,0.08943986,99946.734,0.0,271.51852,270.1284,0.24272867,2016.0,53.0,2.0,22.0,0.0,-14.7,988.5,17.5,261.0,43.0,444.0,2016 2 22,True
2016-02-22 06:00:00,8.278257,0.48270616,256.83948,263.61646,0.08943986,99641.65,0.0,271.51852,269.9928,0.27035198,2016.0,53.0,2.0,22.0,600.0,-12.8,985.6,16.9,265.0,41.8,444.0,2016 2 22,True
2016-02-22 12:00:00,7.1870375,0.13637684,256.0769,263.21524,0.08943986,99333.31,0.0,271.51852,269.734,0.06594267,2016.0,53.0,2.0,22.0,1200.0,-13.7,981.4,17.9,267.0,42.0,444.0,2016 2 22,True
2016-02-22 18:00:00,8.015129,0.9100709,255.89546,262.3541,0.08943986,99018.32,0.0,271.51852,269.73257,0.10396409,2016.0,53.0,2.0,22.0,1800.0,-16.6,979.0,20.6,262.0,43.0,444.0,2016 2 22,True
2016-02-23 00:00:00,7.851168,0.72139627,256.5426,263.1087,0.08943986,98884.69,0.0,271.5209,270.10324,0.012608351,2016.0,54.0,2.0,23.0,0.0,-14.4,977.9,18.3,268.0,43.0,444.0,2016 2 23,True
2016-02-23 06:00:00,6.916451,-0.2300385,256.87653,264.551,0.08943986,98699.234,0.0,271.5209,270.00305,0.0038510144,2016.0,54.0,2.0,23.0,600.0,-11.2,975.9,16.4,273.0,39.0,444.0,2016 2 23,True
2016-02-23 12:00:00,6.644339,-0.55665433,257.7921,265.31525,0.08943986,98663.97,0.0,271.5209,269.85757,0.26570904,2016.0,54.0,2.0,23.0,1200.0,-13.4,975.8,15.3,274.0,53.0,444.0,2016 2 23,True
2016-02-23 18:00:00,8.004539,0.56656164,259.3987,265.7717,0.08943986,98683.87,0.0,271.5209,269.96393,0.08789305,2016.0,54.0,2.0,23.0,1800.0,-11.7,976.1,14.8,277.0,43.1,444.0,2016 2 23,True
2016-02-24 00:00:00,7.807919,0.03461693,260.24478,266.88782,0.08943986,98845.89,0.0,271.4504,270.33197,0.5036763,2016.0,55.0,2.0,24.0,0.0,-9.8,978.5,13.7,274.0,444.0,444.0,2016 2 24,True
2016-02-24 06:00:00,6.1283937,0.51404554,261.36328,267.87332,0.08943986,98850.805,0.0,271.4504,270.2337,0.7495179,2016.0,55.0,2.0,24.0,600.0,-7.5,978.4,9.4,272.0,48.1,444.0,2016 2 24,True
2016-02-24 12:00:00,4.2595696,0.6958033,260.4547,266.8155,0.08943986,98890.805,0.0,271.4504,269.81952,0.7488723,2016.0,55.0,2.0,24.0,1200.0,-10.8,977.9,14.2,273.0,46.2,444.0,2016 2 24,True
2016-02-24 18:00:00,6.3317504,1.4614631,258.96658,265.26776,0.08943986,98842.164,0.0,271.4504,270.03732,0.9925044,2016.0,55.0,2.0,24.0,1800.0,-15.2,978.3,12.9,264.0,53.0,444.0,2016 2 24,True
2016-02-25 00:00:00,4.3834405,0.4590821,258.00806,264.95142,0.08943986,98858.36,0.0,271.44064,270.30234,0.9995936,2016.0,56.0,2.0,25.0,0.0,-13.3,977.8,13.9,279.0,48.0,444.0,2016 2 25,True
2016-02-25 06:00:00,2.2364051,1.933815,260.09805,265.58652,0.08943986,98722.47,0.0,271.44064,270.3029,0.99578756,2016.0,56.0,2.0,25.0,600.0,-12.0,978.0,4.3,231.0,86.0,444.0,2016 2 25,True
2016-02-25 12:00:00,3.5931108,1.4161832,261.62344,266.1815,0.08943986,98548.13,0.0,271.44064,270.1891,0.9989102,2016.0,56.0,2.0,25.0,1200.0,-12.4,975.4,9.8,273.0,79.0,444.0,2016 2 25,True
2016-02-25 18:00:00,4.6390567,1.7719305,261.37997,265.98825,0.08943986,98300.19,0.0,271.44064,270.2252,1.0,2016.0,56.0,2.0,25.0,1800.0,-12.9,973.4,10.1,272.0,80.0,444.0,2016 2 25,True
2016-02-26 00:00:00,4.9938693,1.7279011,261.0871,266.03778,0.08943986,98344.12,0.0,271.43854,270.50705,0.9947307,2016.0,57.0,2.0,26.0,0.0,-11.0,972.7,13.4,271.0,53.6,444.0,2016 2 26,True
2016-02-26 06:00:00,5.115162,2.3749874,260.32935,266.12598,0.08943986,98345.81,0.0,271.43854,270.32788,0.99295497,2016.0,57.0,2.0,26.0,600.0,-11.7,973.8,10.6,255.0,49.0,444.0,2016 2 26,True
2016-02-26 12:00:00,6.9323087,2.9882336,259.35217,265.40753,0.08943986,98547.24,0.0,271.43854,270.27628,0.98708445,2016.0,57.0,2.0,26.0,1200.0,-12.7,975.1,7.7,267.0,55.0,444.0,2016 2 26,True
2016-02-26 18:00:00,6.4698167,2.7829313,259.5059,264.9214,0.08943986,98843.56,0.0,271.43854,270.1351,0.94817793,2016.0,57.0,2.0,26.0,1800.0,-14.1,978.6,11.2,256.0,53.0,444.0,2016 2 26,True
2016-02-27 00:00:00,6.1418676,3.6913207,259.95273,265.62778,0.08943986,99359.67,0.0,271.4413,270.4689,0.9022755,2016.0,58.0,2.0,27.0,0.0,-13.6,984.6,10.3,270.0,55.8,444.0,2016 2 27,True
2016-02-27 06:00:00,-0.9503944,2.978523,263.47693,266.88077,0.08943986,99783.54,0.0,271.4413,270.53152,0.88417566,2016.0,58.0,2.0,27.0,600.0,-11.6,987.2,13.0,274.0,60.0,444.0,2016 2 27,True
2016-02-27 12:00:00,-3.8228028,3.120295,262.40573,267.01923,0.08943986,100154.88,0.0,271.4413,270.52264,0.9876021,2016.0,58.0,2.0,27.0,1200.0,-11.3,991.3,4.5,274.0,84.0,444.0,2016 2 27,True
2016-02-27 18:00:00,-1.5225362,3.5685177,261.8213,267.369,0.08943986,100396.484,0.0,271.4413,270.45197,0.99920094,2016.0,58.0,2.0,27.0,1800.0,-12.5,993.5,1.6,255.0,87.0,444.0,2016 2 27,True
2016-02-28 00:00:00,-0.17095964,2.900228,261.82916,267.48355,0.08943986,100516.336,0.11382519,271.46912,270.65778,0.9999253,2016.0,59.0,2.0,28.0,0.0,-9.9,994.8,3.6,242.0,86.4,444.0,2016 2 28,True
2016-02-28 06:00:00,1.5640687,1.8451177,261.517,267.47556,0.08943986,100425.086,0.11382519,271.46912,270.55307,0.9987801,2016.0,59.0,2.0,28.0,600.0,-9.9,993.9,4.6,265.0,84.0,444.0,2016 2 28,True
2016-02-28 12:00:00,2.6041093,-0.5164028,260.76904,266.96854,0.08943986,100310.29,0.11382519,271.46912,269.5148,0.359122,2016.0,59.0,2.0,28.0,1200.0,-12.3,992.4,8.8,269.0,444.0,444.0,2016 2 28,True
2016-02-28 18:00:00,3.814099,-1.4634745,258.96616,265.83755,0.08943986,100130.88,0.11382519,271.46912,269.10245,0.51155263,2016.0,59.0,2.0,28.0,1800.0,-13.5,990.9,11.4,264.0,69.5,444.0,2016 2 28,True
2016-02-29 00:00:00,3.016034,0.0049536354,257.65134,265.62573,0.08943986,100066.305,0.070832,271.464,269.79712,0.7397932,2016.0,60.0,2.0,29.0,0.0,-12.1,989.1,12.7,272.0,66.0,444.0,2016 2 29,True
2016-02-29 06:00:00,0.6581843,0.34596226,258.30026,265.77515,0.08943986,99918.15,0.070832,271.464,269.75397,0.9968365,2016.0,60.0,2.0,29.0,600.0,-12.2,988.8,1.7,192.0,75.0,444.0,2016 2 29,True
2016-02-29 12:00:00,-0.09147471,1.7276615,260.02643,266.06482,0.08943986,99739.445,0.070832,271.464,269.8315,0.98558414,2016.0,60.0,2.0,29.0,1200.0,-12.5,986.6,3.2,248.0,78.0,444.0,2016 2 29,True
2016-02-29 18:00:00,6.0948753,3.5279994,260.82663,265.43973,0.08943986,99578.73,0.070832,271.464,269.86795,0.9728715,2016.0,60.0,2.0,29.0,1800.0,-17.2,982.2,27.3,255.0,81.0,444.0,2016 2 29,True
2016-03-01 00:00:00,11.004311,0.89958906,257.087,263.0835,0.08943986,99615.65,0.0,271.4447,269.73865,0.1720993,2016.0,61.0,3.0,1.0,0.0,-18.1,983.6,28.3,255.0,79.0,444.0,2016 3 1,True
2016-03-01 06:00:00,11.657989,1.0485975,257.616,263.85565,0.08943986,99617.336,0.0,271.4447,269.59418,0.7432937,2016.0,61.0,3.0,1.0,600.0,-15.2,984.6,25.4,257.0,66.0,444.0,2016 3 1,True
2016-03-01 12:00:00,12.365508,-0.83312184,255.4822,262.03558,0.08943986,99478.305,0.0,271.4447,269.87515,0.1147674,2016.0,61.0,3.0,1.0,1200.0,-17.4,978.2,39.6,258.0,37.0,444.0,2016 3 1,True
2016-03-01 18:00:00,14.517367,0.6164173,255.55124,261.4742,0.08943986,99448.35,0.0,271.4447,269.85037,0.29362306,2016.0,61.0,3.0,1.0,1800.0,-17.4,981.5,31.4,260.0,43.0,444.0,2016 3 1,True
2016-03-02 00:00:00,11.404534,1.5107069,255.52551,263.0591,0.08943986,99506.24,0.029687332,271.45566,270.10175,0.44658455,2016.0,62.0,3.0,2.0,0.0,-13.9,444.0,24.6,256.0,39.0,444.0,2016 3 2,True
2016-03-02 06:00:00,6.3405666,0.30658847,254.80342,264.54337,0.08943986,99152.26,0.029687332,271.45566,269.95352,0.98638374,2016.0,62.0,3.0,2.0,600.0,-11.4,979.4,19.3,267.0,42.0,444.0,2016 3 2,True
2016-03-02 12:00:00,4.689653,-0.98737127,254.95238,264.71732,0.08943986,98848.91,0.029687332,271.45566,269.8264,1.0,2016.0,62.0,3.0,2.0,1200.0,-11.3,976.1,16.3,270.0,41.0,444.0,2016 3 2,True
2016-03-02 18:00:00,4.32985,0.77335364,255.62749,264.48743,0.08943986,98595.89,0.029687332,271.45566,269.69696,0.98931515,2016.0,62.0,3.0,2.0,1800.0,-12.8,975.0,13.3,263.0,48.5,444.0,2016 3 2,True
2016-03-03 00:00:00,4.914829,1.4948511,256.65906,264.2989,0.08943986,98468.23,0.08170736,271.4517,270.15158,1.0,2016.0,63.0,3.0,3.0,0.0,-13.2,973.8,13.8,255.0,46.0,444.0,2016 3 3,True
2016-03-03 06:00:00,4.7206206,1.0672468,256.83923,264.70493,0.08943986,98125.6,0.08170736,271.4517,269.95697,0.9998643,2016.0,63.0,3.0,3.0,600.0,-11.9,970.8,11.8,263.0,45.7,444.0,2016 3 3,True
2016-03-03 12:00:00,3.9145436,-0.16387463,255.97066,264.21893,0.08943986,97876.81,0.08170736,271.4517,269.36893,0.98452127,2016.0,63.0,3.0,3.0,1200.0,-13.5,967.3,15.7,256.0,43.0,444.0,2016 3 3,True
2016-03-03 18:00:00,3.7620885,0.2960799,256.38214,263.57407,0.08943986,97668.695,0.08170736,271.4517,269.10312,0.7998442,2016.0,63.0,3.0,3.0,1800.0,-16.6,965.7,15.8,256.0,47.0,444.0,2016 3 3,True
2016-03-04 00:00:00,3.5332818,0.8315629,255.76573,263.087,0.08943986,97561.9,0.16431925,271.4564,269.48282,0.391905,2016.0,64.0,3.0,4.0,0.0,-15.3,965.5,13.9,267.0,43.0,444.0,2016 3 4,True
2016-03-04 06:00:00,2.986979,0.7688044,255.26146,263.44876,0.08943986,97525.77,0.16431925,271.4564,269.28296,0.5978205,2016.0,64.0,3.0,4.0,600.0,-13.0,964.3,10.8,279.0,42.2,444.0,2016 3 4,True
2016-03-04 18:00:00,3.6603136,2.2301292,257.4266,263.13327,0.08943986,97660.38,0.16431925,271.4564,268.24533,0.86390305,2016.0,64.0,3.0,4.0,1800.0,-17.4,966.3,11.1,278.0,57.0,444.0,2016 3 4,True
